574.98053	719
575.04199	720
575.10352	720
575.16498	724
575.2265	724
575.28796	721
575.34943	720
575.41095	720
575.47241	719
575.53387	724
575.59534	720
575.65686	718
575.71832	716
575.77979	723
575.84125	723
575.90271	721
575.96417	718
576.02563	717
576.0871	721
576.14856	729
576.21002	725
576.27148	721
576.33295	718
576.39441	717
576.45587	721
576.51733	720
576.57874	724
576.6402	718
576.70166	715
576.76312	715
576.82452	718
576.88599	719
576.94745	722
577.00885	720
577.07031	719
577.13177	718
577.19318	721
577.25464	719
577.31604	719
577.3775	718
577.4389	722
577.50037	721
577.56177	719
577.62317	723
577.68463	722
577.74603	722
577.80743	726
577.8689	724
577.9303	722
577.9917	720
578.0531	726
578.1145	730
578.1759	723
578.2373	727
578.29877	732
578.36017	727
578.42157	727
578.48297	723
578.54437	725
578.60577	725
578.66711	725
578.72852	727
578.78992	727
578.85132	722
578.91272	721
578.97412	728
579.03546	723
579.09686	729
579.15826	725
579.2196	725
579.28101	728
579.34241	731
579.40375	730
579.46515	734
579.52649	735
579.58789	739
579.64923	734
579.71063	736
579.77197	744
579.83337	750
579.89471	753
579.95605	768
580.01746	773
580.0788	793
580.14014	802
580.20148	841
580.26282	863
580.32422	907
580.38556	945
580.4469	958
580.50824	939
580.56958	914
580.63092	880
580.69226	854
580.7536	819
580.81494	795
580.87628	776
580.93762	769
580.99896	767
581.06024	759
581.12158	749
581.18292	747
581.24426	744
581.3056	738
581.36688	740
581.42822	737
581.48956	738
581.55084	731
581.61218	731
581.67346	729
581.7348	727
581.79608	727
581.85742	733
581.9187	728
581.98004	724
582.04132	725
582.1026	721
582.16394	722
582.22522	724
582.2865	728
582.34778	728
582.40912	723
582.4704	725
582.53168	722
582.59296	723
582.65424	721
582.71552	724
582.77679	726
582.83807	728
582.89935	720
582.96063	725
583.02191	717
583.08319	725
583.14447	724
583.20575	727
583.26703	722
583.32825	723
583.38953	724
583.45081	719
583.51208	723
583.5733	724
583.63458	725
583.6958	721
583.75708	720
583.81836	726
583.87958	714
583.94086	721
584.00208	725
584.06329	719
584.12457	721
584.18579	716
584.24707	719
584.30829	718
584.36951	717
584.43073	719
584.492	715
584.55322	719
