574.98053	724
575.04199	721
575.10352	721
575.16498	719
575.2265	721
575.28796	723
575.34943	724
575.41095	723
575.47241	726
575.53387	723
575.59534	718
575.65686	719
575.71832	727
575.77979	719
575.84125	718
575.90271	719
575.96417	720
576.02563	724
576.0871	725
576.14856	716
576.21002	725
576.27148	725
576.33295	723
576.39441	722
576.45587	721
576.51733	721
576.57874	719
576.6402	720
576.70166	720
576.76312	720
576.82452	722
576.88599	723
576.94745	718
577.00885	724
577.07031	725
577.13177	721
577.19318	716
577.25464	719
577.31604	726
577.3775	723
577.4389	724
577.50037	723
577.56177	724
577.62317	724
577.68463	719
577.74603	753
577.80743	727
577.8689	727
577.9303	720
577.9917	731
578.0531	724
578.1145	727
578.1759	729
578.2373	724
578.29877	733
578.36017	724
578.42157	727
578.48297	726
578.54437	729
578.60577	725
578.66711	726
578.72852	731
578.78992	727
578.85132	724
578.91272	717
578.97412	729
579.03546	725
579.09686	724
579.15826	731
579.2196	733
579.28101	737
579.34241	731
579.40375	725
579.46515	733
579.52649	731
579.58789	735
579.64923	739
579.71063	744
579.77197	750
579.83337	760
579.89471	760
579.95605	771
580.01746	780
580.0788	795
580.14014	817
580.20148	841
580.26282	882
580.32422	924
580.38556	955
580.4469	969
580.50824	951
580.56958	913
580.63092	871
580.69226	844
580.7536	812
580.81494	796
580.87628	771
580.93762	765
580.99896	760
581.06024	752
581.12158	752
581.18292	746
581.24426	745
581.3056	744
581.36688	737
581.42822	734
581.48956	732
581.55084	730
581.61218	731
581.67346	725
581.7348	733
581.79608	728
581.85742	731
581.9187	730
581.98004	725
582.04132	726
582.1026	724
582.16394	724
582.22522	721
582.2865	729
582.34778	722
582.40912	727
582.4704	725
582.53168	726
582.59296	728
582.65424	721
582.71552	721
582.77679	720
582.83807	718
582.89935	722
582.96063	725
583.02191	725
583.08319	723
583.14447	724
583.20575	723
583.26703	726
583.32825	726
583.38953	722
583.45081	724
583.51208	724
583.5733	725
583.63458	723
583.6958	720
583.75708	723
583.81836	720
583.87958	722
583.94086	720
584.00208	719
584.06329	723
584.12457	722
584.18579	727
584.24707	722
584.30829	721
584.36951	719
584.43073	718
584.492	720
584.55322	719
584.61444	723
584.67566	722
584.73688	727
584.7981	719
584.85931	719
584.92053	718
584.98175	715
585.04297	717
585.10419	721
585.16541	723
585.22662	716
585.28784	717
585.34906	714
585.41022	724
585.47144	719
585.53265	719
585.59387	717
585.65503	718
585.71625	721
585.77747	716
585.83862	724
585.89984	721
585.961	720
586.02222	717
586.08337	716
586.14453	721
586.20575	722
586.26691	725
586.32813	721
586.38928	725
586.45044	712
586.5116	718
586.57281	723
586.63397	719
586.69513	719
586.75629	720
586.81744	720
586.8786	723
586.93976	720
587.00092	720
587.06207	711
587.12323	721
587.18439	722
587.24554	713
587.3067	716
587.36786	717
587.42896	719
587.49011	719
587.55127	724
587.61237	717
587.67352	717
587.73468	719
587.79578	719
587.85693	723
587.91803	719
587.97919	716
588.04028	713
588.10144	713
588.16254	723
588.22369	719
588.28479	720
588.34589	719
588.40704	713
588.46814	720
588.52924	718
588.59033	717
588.65143	717
588.71259	721
588.77368	720
588.83478	719
588.89587	717
588.95697	721
589.01807	719
589.07916	719
589.14026	714
589.20135	718
589.26239	719
589.32349	719
589.38458	720
589.44568	718
589.50677	719
589.56781	713
589.62891	714
589.69	718
589.75104	716
589.81213	720
589.87317	712
589.93427	720
589.9953	718
590.0564	717
590.11743	718
590.17847	720
590.23956	718
590.3006	715
590.36163	721
590.42273	716
590.48376	719
590.5448	713
590.60583	721
590.66687	720
590.72791	718
590.78894	720
590.84998	715
590.91101	715
590.97205	718
591.03308	716
591.09412	711
591.15515	714
591.21619	715
591.27722	714
591.33826	724
591.39923	718
591.46027	715
591.5213	718
591.58228	718
591.64331	710
591.70435	714
591.76532	717
591.82635	718
591.88733	717
591.94836	718
592.00934	714
592.07031	717
592.13135	714
592.19232	715
592.2533	712
592.31433	717
592.37531	723
592.43628	719
592.49725	720
592.55823	719
592.6192	720
592.68018	721
592.74115	717
592.80212	719
592.8631	718
592.92407	717
592.98505	716
593.04602	719
593.10699	720
593.16797	717
593.22888	720
593.28986	719
593.35083	719
593.41174	721
593.47272	717
593.53369	714
593.5946	717
593.65558	720
593.71649	714
593.77747	716
593.83838	715
593.89935	722
593.96027	719
594.02118	714
594.08215	710
594.14307	714
594.20398	714
594.26489	716
594.32581	719
594.38678	716
594.44769	714
594.50861	713
594.56952	714
594.63043	714
594.69135	713
594.75226	714
594.81317	720
594.87402	715
594.93494	721
594.99585	717
595.05676	716
595.11761	714
595.17853	718
595.23944	711
595.30029	714
595.36121	720
595.42212	715
595.48297	716
595.54388	713
595.60474	714
595.66559	711
595.7265	715
595.78735	712
595.84827	709
595.90912	717
595.96997	712
596.03082	721
596.09167	714
596.15259	715
596.21344	718
596.27429	719
596.33514	716
596.396	718
596.45685	717
596.5177	714
596.57855	718
596.6394	714
596.7002	716
596.76105	714
596.8219	718
596.88275	714
596.94354	718
597.00439	718
597.06525	713
597.12604	722
597.18689	714
597.24768	718
597.30853	717
597.36932	715
597.43018	716
597.49097	719
597.55182	718
597.61261	714
597.6734	716
597.73419	711
597.79504	736
597.85583	709
597.91663	716
597.97742	716
598.03821	712
